,鄉鎮,年度,月份,旬,平均值,
新竹縣,芎林鄉,2013,9,1,1.5,1.25
新竹縣,芎林鄉,2013,8,3,1.25,99999
新竹縣,芎林鄉,2013,7,3,0.9,1
新竹縣,芎林鄉,2013,7,2,1,1.3
新竹縣,芎林鄉,2013,7,1,1.3,1.1
新竹縣,芎林鄉,2013,6,3,1.1,1.1
新竹縣,芎林鄉,2013,6,2,1.1,99999
新竹縣,芎林鄉,2013,5,3,1.1,1
新竹縣,芎林鄉,2013,5,2,1,1.1
新竹縣,芎林鄉,2013,5,1,1.1,1.1
新竹縣,芎林鄉,2013,4,3,1.1,1
新竹縣,芎林鄉,2013,4,2,1,0.9
新竹縣,芎林鄉,2013,4,1,0.9,1.3
新竹縣,芎林鄉,2013,3,3,1.3,1.3
新竹縣,芎林鄉,2013,3,2,1.3,1.4
新竹縣,芎林鄉,2013,3,1,1.4,1.8
新竹縣,芎林鄉,2013,2,3,1.8,1.8
新竹縣,芎林鄉,2013,2,2,1.8,1.8
新竹縣,芎林鄉,2013,2,1,1.8,1.5
新竹縣,芎林鄉,2013,1,3,1.5,2.3
新竹縣,芎林鄉,2013,1,2,2.3,2.4
新竹縣,芎林鄉,2013,1,1,2.4,99999
新竹縣,峨眉鄉,2016,5,3,35.56,28.89
新竹縣,峨眉鄉,2016,5,2,28.89,8.11
新竹縣,峨眉鄉,2016,5,1,8.11,6.33
新竹縣,峨眉鄉,2016,4,3,6.33,2.89
新竹縣,峨眉鄉,2016,4,2,2.89,3.11
新竹縣,峨眉鄉,2016,4,1,3.11,2.7
新竹縣,峨眉鄉,2016,3,3,2.7,2.8
新竹縣,峨眉鄉,2016,3,2,2.8,5.3
新竹縣,峨眉鄉,2016,3,1,5.3,1.9
新竹縣,峨眉鄉,2016,2,3,1.9,13.3
新竹縣,峨眉鄉,2016,2,2,13.3,5.1
新竹縣,峨眉鄉,2016,2,1,5.1,7.6
新竹縣,峨眉鄉,2016,1,3,7.6,10.8
新竹縣,峨眉鄉,2016,1,2,10.8,13.77777778
新竹縣,峨眉鄉,2016,1,1,13.77777778,6
新竹縣,峨眉鄉,2015,12,3,6,10
新竹縣,峨眉鄉,2015,12,2,10,12.66666667
新竹縣,峨眉鄉,2015,12,1,12.66666667,19.8
新竹縣,峨眉鄉,2015,11,3,19.8,16.2
新竹縣,峨眉鄉,2015,11,2,16.2,22.4
新竹縣,峨眉鄉,2015,11,1,22.4,31.8
新竹縣,峨眉鄉,2015,10,3,31.8,35.4
新竹縣,峨眉鄉,2015,10,2,35.4,49.3
新竹縣,峨眉鄉,2015,10,1,49.3,50.2
新竹縣,峨眉鄉,2015,9,3,50.2,48.8
新竹縣,峨眉鄉,2015,9,2,48.8,42.2
新竹縣,峨眉鄉,2015,9,1,42.2,16.9
新竹縣,峨眉鄉,2015,8,3,16.9,21.2
新竹縣,峨眉鄉,2015,8,2,21.2,30
新竹縣,峨眉鄉,2015,8,1,30,25.8
新竹縣,峨眉鄉,2015,7,3,25.8,16.4
新竹縣,峨眉鄉,2015,7,2,16.4,14.8
新竹縣,峨眉鄉,2015,7,1,14.8,99999
新竹縣,峨眉鄉,2015,6,2,22.9,48.4
新竹縣,峨眉鄉,2015,6,1,48.4,39.9
新竹縣,峨眉鄉,2015,5,3,39.9,38.7
新竹縣,峨眉鄉,2015,5,2,38.7,37.1
新竹縣,峨眉鄉,2015,5,1,37.1,21.2
新竹縣,峨眉鄉,2015,4,3,21.2,21.8
新竹縣,峨眉鄉,2015,4,2,21.8,30.8
新竹縣,峨眉鄉,2015,4,1,30.8,27
新竹縣,峨眉鄉,2015,3,3,27,15.7
新竹縣,峨眉鄉,2015,3,2,15.7,8.1
新竹縣,峨眉鄉,2015,3,1,8.1,10.6
新竹縣,峨眉鄉,2015,2,3,10.6,10.2
新竹縣,峨眉鄉,2015,2,2,10.2,11.8
新竹縣,峨眉鄉,2015,2,1,11.8,16.9
新竹縣,峨眉鄉,2015,1,3,16.9,20.6
新竹縣,峨眉鄉,2015,1,2,20.6,14
新竹縣,峨眉鄉,2015,1,1,14,8.3
新竹縣,峨眉鄉,2014,12,3,8.3,0
新竹縣,峨眉鄉,2014,12,2,0,0
新竹縣,峨眉鄉,2014,12,1,0,0
新竹縣,峨眉鄉,2014,11,3,0,51.1
新竹縣,峨眉鄉,2014,11,2,51.1,38.4
新竹縣,峨眉鄉,2014,11,1,38.4,40.4
新竹縣,峨眉鄉,2014,10,3,40.4,53.3
新竹縣,峨眉鄉,2014,10,2,53.3,50.4
新竹縣,峨眉鄉,2014,10,1,50.4,55.9
新竹縣,峨眉鄉,2014,9,3,55.9,49.9
新竹縣,峨眉鄉,2014,9,2,49.9,40.7
新竹縣,峨眉鄉,2014,9,1,40.7,27.1
新竹縣,峨眉鄉,2014,8,3,27.1,31
新竹縣,峨眉鄉,2014,8,2,31,36.2
新竹縣,峨眉鄉,2014,8,1,36.2,35.9
新竹縣,峨眉鄉,2014,7,3,35.9,15.4
新竹縣,峨眉鄉,2014,7,2,15.4,12.2
新竹縣,峨眉鄉,2014,7,1,12.2,16.6
新竹縣,峨眉鄉,2014,6,3,16.6,20.9
新竹縣,峨眉鄉,2014,6,2,20.9,17.7
新竹縣,峨眉鄉,2014,6,1,17.7,0
新竹縣,峨眉鄉,2014,5,3,0,17.89
新竹縣,峨眉鄉,2014,5,2,17.89,12.11
新竹縣,峨眉鄉,2014,5,1,12.11,4.89
新竹縣,峨眉鄉,2014,4,3,4.89,5.67
新竹縣,峨眉鄉,2014,4,2,5.67,99999
新竹縣,峨眉鄉,2014,3,3,2.11,2.56
新竹縣,峨眉鄉,2014,3,2,2.56,1.89
新竹縣,峨眉鄉,2014,3,1,1.89,99999
新竹縣,峨眉鄉,2014,2,2,1.4,3.4
新竹縣,峨眉鄉,2014,2,1,3.4,5.4
新竹縣,峨眉鄉,2014,1,3,5.4,2.7
新竹縣,峨眉鄉,2014,1,2,2.7,4.3
新竹縣,峨眉鄉,2014,1,1,4.3,4.4
新竹縣,峨眉鄉,2013,12,3,4.4,4.6
新竹縣,峨眉鄉,2013,12,2,4.6,7.1
新竹縣,峨眉鄉,2013,12,1,7.1,11.1
新竹縣,峨眉鄉,2013,11,3,11.1,12.1
新竹縣,峨眉鄉,2013,11,2,12.1,17.4
新竹縣,峨眉鄉,2013,11,1,17.4,14.7
新竹縣,峨眉鄉,2013,10,3,14.7,32.67
新竹縣,峨眉鄉,2013,10,2,32.67,54.44
新竹縣,峨眉鄉,2013,10,1,54.44,61.89
新竹縣,峨眉鄉,2013,9,3,61.89,54.78
新竹縣,峨眉鄉,2013,9,2,54.78,34.67
新竹縣,峨眉鄉,2013,9,1,34.67,23
新竹縣,峨眉鄉,2013,8,3,23,99999
新竹縣,峨眉鄉,2013,8,1,18.3,9.8
新竹縣,峨眉鄉,2013,7,3,9.8,10
新竹縣,峨眉鄉,2013,7,2,10,11.1
新竹縣,峨眉鄉,2013,7,1,11.1,9.9
新竹縣,峨眉鄉,2013,6,3,9.9,11.3
新竹縣,峨眉鄉,2013,6,2,11.3,99999
新竹縣,峨眉鄉,2013,5,3,14.1,28.2
新竹縣,峨眉鄉,2013,5,2,28.2,19.1
新竹縣,峨眉鄉,2013,5,1,19.1,1.3
新竹縣,峨眉鄉,2013,4,3,1.3,17.6
新竹縣,峨眉鄉,2013,4,2,17.6,10.1
新竹縣,峨眉鄉,2013,4,1,10.1,5.8
新竹縣,峨眉鄉,2013,3,3,5.8,4.9
新竹縣,峨眉鄉,2013,3,2,4.9,5
新竹縣,峨眉鄉,2013,3,1,5,3.3
新竹縣,峨眉鄉,2013,2,3,3.3,3.8
新竹縣,峨眉鄉,2013,2,2,3.8,5.3
新竹縣,峨眉鄉,2013,2,1,5.3,5.4
新竹縣,峨眉鄉,2013,1,3,5.4,4.4
新竹縣,峨眉鄉,2013,1,2,4.4,9.7
新竹縣,峨眉鄉,2013,1,1,9.7,99999
新竹縣,新埔鎮,2016,5,3,12.44,12.22
新竹縣,新埔鎮,2016,5,2,12.22,13.22
新竹縣,新埔鎮,2016,5,1,13.22,10.44
新竹縣,新埔鎮,2016,4,3,10.44,6.78
新竹縣,新埔鎮,2016,4,2,6.78,4.44
新竹縣,新埔鎮,2016,4,1,4.44,3.7
新竹縣,新埔鎮,2016,3,3,3.7,3.4
新竹縣,新埔鎮,2016,3,2,3.4,3.7
新竹縣,新埔鎮,2016,3,1,3.7,3.6
新竹縣,新埔鎮,2016,2,3,3.6,4.1
新竹縣,新埔鎮,2016,2,2,4.1,3.9
新竹縣,新埔鎮,2016,2,1,3.9,4
新竹縣,新埔鎮,2016,1,3,4,8.9
新竹縣,新埔鎮,2016,1,2,8.9,10.22222222
新竹縣,新埔鎮,2016,1,1,10.22222222,7.444444444
新竹縣,新埔鎮,2015,12,3,7.444444444,2.625
新竹縣,新埔鎮,2015,12,2,2.625,15.66666667
新竹縣,新埔鎮,2015,12,1,15.66666667,20.9
新竹縣,新埔鎮,2015,11,3,20.9,99999
新竹縣,新埔鎮,2015,11,1,22.7,22.7
新竹縣,新埔鎮,2015,10,3,22.7,22.2
新竹縣,新埔鎮,2015,10,2,22.2,23.1
新竹縣,新埔鎮,2015,10,1,23.1,25.1
新竹縣,新埔鎮,2015,9,3,25.1,24.2
新竹縣,新埔鎮,2015,9,2,24.2,30
新竹縣,新埔鎮,2015,9,1,30,33.9
新竹縣,新埔鎮,2015,8,3,33.9,35
新竹縣,新埔鎮,2015,8,2,35,38.3
新竹縣,新埔鎮,2015,8,1,38.3,38.9
新竹縣,新埔鎮,2015,7,3,38.9,40.7
新竹縣,新埔鎮,2015,7,2,40.7,40.1
新竹縣,新埔鎮,2015,7,1,40.1,99999
新竹縣,新埔鎮,2015,6,2,30.9,29.8
新竹縣,新埔鎮,2015,6,1,29.8,30
新竹縣,新埔鎮,2015,5,3,30,20.2
新竹縣,新埔鎮,2015,5,2,20.2,20.6
新竹縣,新埔鎮,2015,5,1,20.6,18.6
新竹縣,新埔鎮,2015,4,3,18.6,17.6
新竹縣,新埔鎮,2015,4,2,17.6,12.7
新竹縣,新埔鎮,2015,4,1,12.7,11.6
新竹縣,新埔鎮,2015,3,3,11.6,9.6
新竹縣,新埔鎮,2015,3,2,9.6,8.6
新竹縣,新埔鎮,2015,3,1,8.6,8.3
新竹縣,新埔鎮,2015,2,3,8.3,6.3
新竹縣,新埔鎮,2015,2,2,6.3,6.8
新竹縣,新埔鎮,2015,2,1,6.8,6.4
新竹縣,新埔鎮,2015,1,3,6.4,5.8
新竹縣,新埔鎮,2015,1,2,5.8,5.3
新竹縣,新埔鎮,2015,1,1,5.3,5.7
新竹縣,新埔鎮,2014,12,3,5.7,0
新竹縣,新埔鎮,2014,12,2,0,99999
新竹縣,新埔鎮,2014,11,2,16.4,20.9
新竹縣,新埔鎮,2014,11,1,20.9,29.6
新竹縣,新埔鎮,2014,10,3,29.6,99999
新竹縣,新埔鎮,2014,10,1,33.3,33.9
新竹縣,新埔鎮,2014,9,3,33.9,38.1
新竹縣,新埔鎮,2014,9,2,38.1,39.2
新竹縣,新埔鎮,2014,9,1,39.2,39.6
新竹縣,新埔鎮,2014,8,3,39.6,39.1
新竹縣,新埔鎮,2014,8,2,39.1,37
新竹縣,新埔鎮,2014,8,1,37,99999
新竹縣,新埔鎮,2014,7,2,30.7,28.3
新竹縣,新埔鎮,2014,7,1,28.3,27.2
新竹縣,新埔鎮,2014,6,3,27.2,19.6
新竹縣,新埔鎮,2014,6,2,19.6,23
新竹縣,新埔鎮,2014,6,1,23,0
新竹縣,新埔鎮,2014,5,3,0,14
新竹縣,新埔鎮,2014,5,2,14,10.78
新竹縣,新埔鎮,2014,5,1,10.78,6.44
新竹縣,新埔鎮,2014,4,3,6.44,5.89
新竹縣,新埔鎮,2014,4,2,5.89,4.22
新竹縣,新埔鎮,2014,4,1,4.22,4
新竹縣,新埔鎮,2014,3,3,4,4.11
新竹縣,新埔鎮,2014,3,2,4.11,4.33
新竹縣,新埔鎮,2014,3,1,4.33,4.4
新竹縣,新埔鎮,2014,2,3,4.4,4.9
新竹縣,新埔鎮,2014,2,2,4.9,6.8
新竹縣,新埔鎮,2014,2,1,6.8,8.2
新竹縣,新埔鎮,2014,1,3,8.2,8.8
新竹縣,新埔鎮,2014,1,2,8.8,11.2
新竹縣,新埔鎮,2014,1,1,11.2,15.2
新竹縣,新埔鎮,2013,12,3,15.2,21.6
新竹縣,新埔鎮,2013,12,2,21.6,24.1
新竹縣,新埔鎮,2013,12,1,24.1,25.6
新竹縣,新埔鎮,2013,11,3,25.6,28.1
新竹縣,新埔鎮,2013,11,2,28.1,32.8
新竹縣,新埔鎮,2013,11,1,32.8,32.8
新竹縣,新埔鎮,2013,10,3,32.8,28.33
新竹縣,新埔鎮,2013,10,2,28.33,25
新竹縣,新埔鎮,2013,10,1,25,25
新竹縣,新埔鎮,2013,9,3,25,26.67
新竹縣,新埔鎮,2013,9,2,26.67,28.89
新竹縣,新埔鎮,2013,9,1,28.89,35.44
新竹縣,新埔鎮,2013,8,3,35.44,99999
新竹縣,新埔鎮,2013,8,1,35.9,36.4
新竹縣,新埔鎮,2013,7,3,36.4,36.6
新竹縣,新埔鎮,2013,7,2,36.6,33.3
新竹縣,新埔鎮,2013,7,1,33.3,29.4
新竹縣,新埔鎮,2013,6,3,29.4,20.8
新竹縣,新埔鎮,2013,6,2,20.8,99999
新竹縣,新埔鎮,2013,5,3,9.4,6
新竹縣,新埔鎮,2013,5,2,6,2.8
新竹縣,新埔鎮,2013,5,1,2.8,2.7
新竹縣,新埔鎮,2013,4,3,2.7,3
新竹縣,新埔鎮,2013,4,2,3,2.8
新竹縣,新埔鎮,2013,4,1,2.8,2.9
新竹縣,新埔鎮,2013,3,3,2.9,2.9
新竹縣,新埔鎮,2013,3,2,2.9,2.8
新竹縣,新埔鎮,2013,3,1,2.8,2.9
新竹縣,新埔鎮,2013,2,3,2.9,99999
新竹縣,新埔鎮,2013,2,1,3.1,3.2
新竹縣,新埔鎮,2013,1,3,3.2,3.4
新竹縣,新埔鎮,2013,1,2,3.4,4.7
新竹縣,新埔鎮,2013,1,1,4.7,99999
新竹縣,關西鎮,2016,5,3,49.33,62.33
新竹縣,關西鎮,2016,5,2,62.33,13.67
新竹縣,關西鎮,2016,5,1,13.67,6
新竹縣,關西鎮,2016,4,3,6,17.33
新竹縣,關西鎮,2016,4,2,17.33,7
新竹縣,關西鎮,2016,4,1,7,7.3
新竹縣,關西鎮,2016,3,3,7.3,17.7
新竹縣,關西鎮,2016,3,2,17.7,6
新竹縣,關西鎮,2016,3,1,6,7.7
新竹縣,關西鎮,2016,2,3,7.7,8
新竹縣,關西鎮,2016,2,2,8,3
新竹縣,關西鎮,2016,2,1,3,3.7
新竹縣,關西鎮,2016,1,3,3.7,4.3
新竹縣,關西鎮,2016,1,2,4.3,25.33333333
新竹縣,關西鎮,2016,1,1,25.33333333,6
新竹縣,關西鎮,2015,12,3,6,8.222222222
新竹縣,關西鎮,2015,12,2,8.222222222,8.666666667
新竹縣,關西鎮,2015,12,1,8.666666667,49
新竹縣,關西鎮,2015,11,3,49,75
新竹縣,關西鎮,2015,11,2,75,55
新竹縣,關西鎮,2015,11,1,55,27.7
新竹縣,關西鎮,2015,10,3,27.7,77.7
新竹縣,關西鎮,2015,10,2,77.7,66
新竹縣,關西鎮,2015,10,1,66,67
新竹縣,關西鎮,2015,9,3,67,19.3
新竹縣,關西鎮,2015,9,2,19.3,3
新竹縣,關西鎮,2015,9,1,3,8.7
新竹縣,關西鎮,2015,8,3,8.7,37.3
新竹縣,關西鎮,2015,8,2,37.3,39
新竹縣,關西鎮,2015,8,1,39,7.3
新竹縣,關西鎮,2015,7,3,7.3,8
新竹縣,關西鎮,2015,7,2,8,10.3
新竹縣,關西鎮,2015,7,1,10.3,99999
新竹縣,關西鎮,2015,6,2,26,24
新竹縣,關西鎮,2015,6,1,24,39.7
新竹縣,關西鎮,2015,5,3,39.7,48.3
新竹縣,關西鎮,2015,5,2,48.3,22.7
新竹縣,關西鎮,2015,5,1,22.7,33
新竹縣,關西鎮,2015,4,3,33,11.7
新竹縣,關西鎮,2015,4,2,11.7,19.7
新竹縣,關西鎮,2015,4,1,19.7,48.3
新竹縣,關西鎮,2015,3,3,48.3,5.3
新竹縣,關西鎮,2015,3,2,5.3,14.7
新竹縣,關西鎮,2015,3,1,14.7,37
新竹縣,關西鎮,2015,2,3,37,7.7
新竹縣,關西鎮,2015,2,2,7.7,12.7
新竹縣,關西鎮,2015,2,1,12.7,26
新竹縣,關西鎮,2015,1,3,26,28.7
新竹縣,關西鎮,2015,1,2,28.7,11.3
新竹縣,關西鎮,2015,1,1,11.3,3.7
新竹縣,關西鎮,2014,12,3,3.7,0
新竹縣,關西鎮,2014,12,2,0,0
新竹縣,關西鎮,2014,12,1,0,0
新竹縣,關西鎮,2014,11,3,0,99999
新竹縣,關西鎮,2014,11,1,68,29.7
新竹縣,關西鎮,2014,10,3,29.7,18.7
新竹縣,關西鎮,2014,10,2,18.7,28
新竹縣,關西鎮,2014,10,1,28,110.3
新竹縣,關西鎮,2014,9,3,110.3,62
新竹縣,關西鎮,2014,9,2,62,49.3
新竹縣,關西鎮,2014,9,1,49.3,47.7
新竹縣,關西鎮,2014,8,3,47.7,49.7
新竹縣,關西鎮,2014,8,2,49.7,38.7
新竹縣,關西鎮,2014,8,1,38.7,9
新竹縣,關西鎮,2014,7,3,9,3.3
新竹縣,關西鎮,2014,7,2,3.3,14
新竹縣,關西鎮,2014,7,1,14,35
新竹縣,關西鎮,2014,6,3,35,8.3
新竹縣,關西鎮,2014,6,2,8.3,29
新竹縣,關西鎮,2014,6,1,29,0
新竹縣,關西鎮,2014,5,3,0,24.33
新竹縣,關西鎮,2014,5,2,24.33,6.67
新竹縣,關西鎮,2014,5,1,6.67,15
新竹縣,關西鎮,2014,4,3,15,10.67
新竹縣,關西鎮,2014,4,2,10.67,18.67
新竹縣,關西鎮,2014,4,1,18.67,11.67
新竹縣,關西鎮,2014,3,3,11.67,2
新竹縣,關西鎮,2014,3,2,2,12.33
新竹縣,關西鎮,2014,3,1,12.33,4
新竹縣,關西鎮,2014,2,3,4,5.7
新竹縣,關西鎮,2014,2,2,5.7,13.7
新竹縣,關西鎮,2014,2,1,13.7,5.3
新竹縣,關西鎮,2014,1,3,5.3,9
新竹縣,關西鎮,2014,1,2,9,7.3
新竹縣,關西鎮,2014,1,1,7.3,5
新竹縣,關西鎮,2013,12,3,5,30
新竹縣,關西鎮,2013,12,2,30,11
新竹縣,關西鎮,2013,12,1,11,24.7
新竹縣,關西鎮,2013,11,3,24.7,50.3
新竹縣,關西鎮,2013,11,2,50.3,36.7
新竹縣,關西鎮,2013,11,1,36.7,35
新竹縣,關西鎮,2013,10,3,35,34.67
新竹縣,關西鎮,2013,10,2,34.67,48.67
新竹縣,關西鎮,2013,10,1,48.67,53.33
新竹縣,關西鎮,2013,9,3,53.33,43.33
新竹縣,關西鎮,2013,9,2,43.33,13
新竹縣,關西鎮,2013,9,1,13,15
新竹縣,關西鎮,2013,8,3,15,99999
新竹縣,關西鎮,2013,8,1,20,10.3
新竹縣,關西鎮,2013,7,3,10.3,7
新竹縣,關西鎮,2013,7,2,7,7
新竹縣,關西鎮,2013,7,1,7,7.3
新竹縣,關西鎮,2013,6,3,7.3,18.3
新竹縣,關西鎮,2013,6,2,18.3,99999
新竹縣,關西鎮,2013,5,3,12.3,19.7
新竹縣,關西鎮,2013,5,2,19.7,20
新竹縣,關西鎮,2013,5,1,20,23.7
新竹縣,關西鎮,2013,4,3,23.7,8.3
新竹縣,關西鎮,2013,4,2,8.3,6.3
新竹縣,關西鎮,2013,4,1,6.3,11.7
新竹縣,關西鎮,2013,3,3,11.7,4.3
新竹縣,關西鎮,2013,3,2,4.3,12
新竹縣,關西鎮,2013,3,1,12,10
新竹縣,關西鎮,2013,2,3,10,9.3
新竹縣,關西鎮,2013,2,2,9.3,19.3
新竹縣,關西鎮,2013,2,1,19.3,20.3
新竹縣,關西鎮,2013,1,3,20.3,6.3
新竹縣,關西鎮,2013,1,2,6.3,39.7
新竹縣,關西鎮,2013,1,1,39.7,99999
嘉義縣,中埔鄉,2016,5,3,123,56.22
嘉義縣,中埔鄉,2016,5,2,56.22,28.22
嘉義縣,中埔鄉,2016,5,1,28.22,29.33
嘉義縣,中埔鄉,2016,4,3,29.33,17.11
嘉義縣,中埔鄉,2016,4,2,17.11,33.67
嘉義縣,中埔鄉,2016,4,1,33.67,19.7
嘉義縣,中埔鄉,2016,3,3,19.7,7.7
嘉義縣,中埔鄉,2016,3,2,7.7,20.4
嘉義縣,中埔鄉,2016,3,1,20.4,34.7
嘉義縣,中埔鄉,2016,2,3,34.7,10.7
嘉義縣,中埔鄉,2016,2,2,10.7,15.7
嘉義縣,中埔鄉,2016,2,1,15.7,16.3
嘉義縣,中埔鄉,2016,1,3,16.3,79.9
嘉義縣,中埔鄉,2016,1,2,79.9,41.44444444
嘉義縣,中埔鄉,2016,1,1,41.44444444,17.22222222
嘉義縣,中埔鄉,2015,12,3,17.22222222,48.55555556
嘉義縣,中埔鄉,2015,12,2,48.55555556,30.88888889
嘉義縣,中埔鄉,2015,12,1,30.88888889,39.2
嘉義縣,中埔鄉,2015,11,3,39.2,114.7
嘉義縣,中埔鄉,2015,11,2,114.7,145.6
嘉義縣,中埔鄉,2015,11,1,145.6,155.7
嘉義縣,中埔鄉,2015,10,3,155.7,250.7
嘉義縣,中埔鄉,2015,10,2,250.7,207
嘉義縣,中埔鄉,2015,10,1,207,158.6
嘉義縣,中埔鄉,2015,9,3,158.6,223.8
嘉義縣,中埔鄉,2015,9,2,223.8,240.3
嘉義縣,中埔鄉,2015,9,1,240.3,192
嘉義縣,中埔鄉,2015,8,3,192,188.6
嘉義縣,中埔鄉,2015,8,2,188.6,176.8
嘉義縣,中埔鄉,2015,8,1,176.8,152.3
嘉義縣,中埔鄉,2015,7,3,152.3,238.8
嘉義縣,中埔鄉,2015,7,2,238.8,255.3
嘉義縣,中埔鄉,2015,7,1,255.3,99999
嘉義縣,中埔鄉,2015,6,2,201.8,140.1
嘉義縣,中埔鄉,2015,6,1,140.1,119.3
嘉義縣,中埔鄉,2015,5,3,119.3,91.2
嘉義縣,中埔鄉,2015,5,2,91.2,127.6
嘉義縣,中埔鄉,2015,5,1,127.6,93.6
嘉義縣,中埔鄉,2015,4,3,93.6,61.7
嘉義縣,中埔鄉,2015,4,2,61.7,35.4
嘉義縣,中埔鄉,2015,4,1,35.4,22.9
嘉義縣,中埔鄉,2015,3,3,22.9,17.3
嘉義縣,中埔鄉,2015,3,2,17.3,6.7
嘉義縣,中埔鄉,2015,3,1,6.7,16.9
嘉義縣,中埔鄉,2015,2,3,16.9,15.6
嘉義縣,中埔鄉,2015,2,2,15.6,5.7
嘉義縣,中埔鄉,2015,2,1,5.7,4.8
嘉義縣,中埔鄉,2015,1,3,4.8,11.7
嘉義縣,中埔鄉,2015,1,2,11.7,13.1
嘉義縣,中埔鄉,2015,1,1,13.1,6.6
嘉義縣,中埔鄉,2014,12,3,6.6,0
嘉義縣,中埔鄉,2014,12,2,0,0
嘉義縣,中埔鄉,2014,12,1,0,0
嘉義縣,中埔鄉,2014,11,3,0,67.4
嘉義縣,中埔鄉,2014,11,2,67.4,80.1
嘉義縣,中埔鄉,2014,11,1,80.1,84.2
嘉義縣,中埔鄉,2014,10,3,84.2,92.3
嘉義縣,中埔鄉,2014,10,2,92.3,197.7
嘉義縣,中埔鄉,2014,10,1,197.7,208.9
嘉義縣,中埔鄉,2014,9,3,208.9,417.7
嘉義縣,中埔鄉,2014,9,2,417.7,364.8
嘉義縣,中埔鄉,2014,9,1,364.8,269
嘉義縣,中埔鄉,2014,8,3,269,0
嘉義縣,中埔鄉,2014,8,2,0,296.3
嘉義縣,中埔鄉,2014,8,1,296.3,382.8
嘉義縣,中埔鄉,2014,7,3,382.8,283
嘉義縣,中埔鄉,2014,7,2,283,230.6
嘉義縣,中埔鄉,2014,7,1,230.6,352.7
嘉義縣,中埔鄉,2014,6,3,352.7,125.4
嘉義縣,中埔鄉,2014,6,2,125.4,124.6
嘉義縣,中埔鄉,2014,6,1,124.6,0
嘉義縣,中埔鄉,2014,5,3,0,112
嘉義縣,中埔鄉,2014,5,2,112,121.56
嘉義縣,中埔鄉,2014,5,1,121.56,75
嘉義縣,中埔鄉,2014,4,3,75,104.89
嘉義縣,中埔鄉,2014,4,2,104.89,42.67
嘉義縣,中埔鄉,2014,4,1,42.67,99999
嘉義縣,中埔鄉,2014,3,2,19.11,32.44
嘉義縣,中埔鄉,2014,3,1,32.44,21.4
嘉義縣,中埔鄉,2014,2,3,21.4,7.3
嘉義縣,中埔鄉,2014,2,2,7.3,31.2
嘉義縣,中埔鄉,2014,2,1,31.2,2.8
嘉義縣,中埔鄉,2014,1,3,2.8,14.8
嘉義縣,中埔鄉,2014,1,2,14.8,49.4
嘉義縣,中埔鄉,2014,1,1,49.4,45.3
嘉義縣,中埔鄉,2013,12,3,45.3,80.7
嘉義縣,中埔鄉,2013,12,2,80.7,35.2
嘉義縣,中埔鄉,2013,12,1,35.2,111.4
嘉義縣,中埔鄉,2013,11,3,111.4,122.9
嘉義縣,中埔鄉,2013,11,2,122.9,198.6
嘉義縣,中埔鄉,2013,11,1,198.6,166.7
嘉義縣,中埔鄉,2013,10,3,166.7,184.11
嘉義縣,中埔鄉,2013,10,2,184.11,214
嘉義縣,中埔鄉,2013,10,1,214,126.22
嘉義縣,中埔鄉,2013,9,3,126.22,170
嘉義縣,中埔鄉,2013,9,2,170,123.44
嘉義縣,中埔鄉,2013,9,1,123.44,296.44
嘉義縣,中埔鄉,2013,8,3,296.44,99999
嘉義縣,中埔鄉,2013,8,1,351.6,267.8
嘉義縣,中埔鄉,2013,7,3,267.8,430.7
嘉義縣,中埔鄉,2013,7,2,430.7,495.1
嘉義縣,中埔鄉,2013,7,1,495.1,127.8
嘉義縣,中埔鄉,2013,6,3,127.8,88.7
嘉義縣,中埔鄉,2013,6,2,88.7,99999
嘉義縣,中埔鄉,2013,5,3,90.1,116.9
嘉義縣,中埔鄉,2013,5,2,116.9,100
嘉義縣,中埔鄉,2013,5,1,100,115.7
嘉義縣,中埔鄉,2013,4,3,115.7,78.6
嘉義縣,中埔鄉,2013,4,2,78.6,39.9
嘉義縣,中埔鄉,2013,4,1,39.9,47.6
嘉義縣,中埔鄉,2013,3,3,47.6,27.9
嘉義縣,中埔鄉,2013,3,2,27.9,17.8
嘉義縣,中埔鄉,2013,3,1,17.8,2.8
嘉義縣,中埔鄉,2013,2,3,2.8,7.9
嘉義縣,中埔鄉,2013,2,2,7.9,17.9
嘉義縣,中埔鄉,2013,2,1,17.9,10.2
嘉義縣,中埔鄉,2013,1,3,10.2,22.3
嘉義縣,中埔鄉,2013,1,2,22.3,50.1
嘉義縣,中埔鄉,2013,1,1,50.1,99999
嘉義縣,竹崎鄉,2016,5,3,10,13.33
嘉義縣,竹崎鄉,2016,5,2,13.33,13.22
嘉義縣,竹崎鄉,2016,5,1,13.22,13
嘉義縣,竹崎鄉,2016,4,3,13,11.44
嘉義縣,竹崎鄉,2016,4,2,11.44,10.78
嘉義縣,竹崎鄉,2016,4,1,10.78,15.4
嘉義縣,竹崎鄉,2016,3,3,15.4,26.8
嘉義縣,竹崎鄉,2016,3,2,26.8,20.9
嘉義縣,竹崎鄉,2016,3,1,20.9,19.2
嘉義縣,竹崎鄉,2016,2,3,19.2,12.6
嘉義縣,竹崎鄉,2016,2,2,12.6,4.1
嘉義縣,竹崎鄉,2016,2,1,4.1,9.3
嘉義縣,竹崎鄉,2016,1,3,9.3,11.9
嘉義縣,竹崎鄉,2016,1,2,11.9,10.33333333
